Concepts,Positive,Negative
group_meet,1,0
social_group,1,0
disorganize,0,1
association,1,0
done_person,0,1
hunt_fish,2,0
pitch_tent,1,0
log_cabin,1,0
outpost,0,1
summer_vacation,1,1
desire_information,1,0
arrest_criminal,1,0
drug_addict,0,2
trip_acid,0,1
master_control,0,1
call_up,1,0
cougar,2,0
person_enjoy,1,0
keep_food_spoil,0,1
large_area_land,1,0
govern_person,1,0
scenery,1,0
political_entity,0,1
own_flag,1,0
britain,2,0
big_hat,1,0
make_sense,1,0
rational_think,1,0
terminate,0,1
fence_yard,1,0
dork,0,1
round_brush,1,0
capitol,1,0
follow_rule,0,2
sleep_through,1,0
fbus,1,0
really_want,0,1
crave,1,0
need_want,1,0
sexual_attraction,1,0
small_stream,1,0
male_relative,0,1
family_relation,0,1
alimony,1,0
assistance,1,0
dead_fish,0,1
otter,1,0
loss_memory,0,1
find_direction,0,1
cleaver,0,1
novelty_item,2,0
warm_bed,1,0
abandon,0,2
move_rhythm_music,1,0
fingerpaint,1,0
find_plant,0,1
cover_ground,1,0
exhalation,0,1
express_sadness,0,2
inform_others,1,0
short_form,1,0
visual_aid,1,0
jeopardy,0,1
dirty_sock,0,1
make_up_person,2,0
circulate_air,1,0
cool_car_engine,1,0
magnetism,2,0
read_article,1,0
think_clearly,1,0
wicket,0,1
croquet,1,0
happy_child,1,0
day_dream,0,1
vancouver,1,0
call_dog,1,0
step_dog_poop,0,1
give_dog_exercise,1,0
foot_movement,1,0
hand_print,2,0
look_like,1,0
country_person,1,0
increase_energy,2,0
no_time,0,1
beetle,1,0
ladybug,1,0
siege,0,1
military_action,1,0
remove_shoe,0,1
stroll,1,0
folly,0,2
able_read,1,0
space_between,0,1
fast_computer,1,0
run_car,1,0
discover_new_place,1,0
make_go,0,1
create_pollution,0,2
shift_gear,0,1
passenger_car,1,0
good_vision,1,0
sparkle,2,0
well_light,1,0
clang,0,1
marry_couple,1,0
catholic_church,1,0
high_rise,2,0
build_city,1,0
condominium,1,0
reflex,2,0
gist,1,0
lifebelt,0,1
hockey_rink,1,0
mow_grass,0,1
hummingbird,2,0
keep_key,1,1
sleep_dog,1,1
slow_pace,0,1
bed_sleep,1,0
time_out,0,3
relax_mind,1,0
enjoy_down_time,1,1
rejuvination,1,0
rejuvenation,1,0
all_that,0,1
inactivity,0,1
hold_canvas,1,0
stopwatch,1,0
time_runner,1,0
about,1,0
full_circle,1,0
ease_pain,1,0
anxiety_disorder,0,1
johnny,1,0
visit_grandmother,1,0
gamble_game,1,0
terry,1,0
time_loop,1,0
theoretical,1,0
big_heavy,1,0
church_service,1,0
address_book,1,0
electricity_operate,1,0
require_electricity,1,0
mammary_gland,1,0
firebomb,1,0
sentient,1,0
cowardly,0,1
destroy_evidence,1,0
farecard,1,0
waste_life,1,0
broomstick,1,0
clean_often,1,0
wooden_box,1,0
heal_wind,1,0
send_back,1,0
oppose,1,0
mousse,1,0
hair_shape_gel,1,0
hair_gel,1,0
hear_beautiful_music,1,0
tear_eye,1,0
city_country,1,0
reduce,1,0
wheat_rice,1,0
show_up,1,0
frail,1,0
soft_touch,1,0
thumb_tack,1,0
e-mail,1,0
spread_word,1,0
feel_strongly,1,0
get_word_out,1,0
thumbtack,1,0
outdoor_sport,1,0
frustrate_person,0,1
buy_candy,1,0
cold_drink,1,0
menace,1,0
mope,1,0
wail,1,0
bawl,1,0
leave_message,1,0
enema,1,0
case_beer,1,0
essential_human_life,1,0
emac,1,0
wear_out_shoe,1,0
chior,1,0
many_different_colour,1,0
clean_fish,1,0
swim_sea,1,0
live_ocean,1,0
raw,1,0
bouyant,1,0
breathe_underwater,1,0
incident,1,0
dividend,1,0
pass_law,1,0
earth_movement,1,0
remark,1,0
utterance,1,0
finish_college,1,1
graduate_student,1,0
euro,1,0
run_out_time,1,0
strategize,1,0
live_good_life,1,0
kiss_girl,1,0
courageous,1,0
bank_money,1,0
dentist_chair,1,0
open_close_mouth,1,0
doctor_examination_room,1,0
splinter,1,0
look_bad,0,1
wave_flag,1,0
comfortable_chair,1,0
free_food,1,0
sing_well,1,0
reply_question,1,0
happy_family,1,0
chigger,1,0
lose_time,1,0
fragment,1,0
sweet_dream,1,0
carry_home,1,0
constipation,1,0
hike_trail,1,0
put_bag,1,0
pet_die,1,0
louse,1,0
eat_pasta,1,0
programme,1,0
poor_vision,1,0
sign_agreement,1,0
best_life,1,0
pay_off_debt,1,0
give_take,1,0
same_time,1,0
proverb,1,0
pour_hot_coffee_mug,1,0
eat_cat_food,1,0
deal_card_player,1,0
mosh_pit,1,0
dullness,0,1
clog_artery,1,0
asbestos,1,0
war_museum,1,0
eat_pudding,1,0
dig_grave,1,0
consistency,1,0
burn_toast,1,0
express_gratitude,1,0
much_information,1,0
time_rest,1,0
illiteracy,0,1
things,1,0
predict_weather,1,0
name_baby,1,0
trust_friend,1,0
fear_death,0,1
royal_flush,1,0
finish_test,1,0
drink_sea_water,1,0
prepare_report,1,0
victim_crime,0,1
master_skill,1,0
not_bore,1,0
bad_knee,0,1
love_other,1,0
yacht,1,0
computation,1,0
sour_milk,1,1
prom,1,0
plan_wed,1,0
comfortable_clothe,1,0
study_group,1,0
kill_other_person,0,1
crowd_elevator,1,0
car_break_down,1,0
death_love,1,0
rule_world,1,0
lot_noise,1,0
broken_wrist,1,0
fail_class,1,0
eat_peanut_butter,1,0
sing_microphone,1,0
listen_joke,1,0
make_drape,1,0
call_mom,1,0
learn_listen,1,0
bicycle_across_town,1,0
inferior,1,0
temptation,1,0
forget_name,1,0
extrovert,1,0
whatever_want,1,0
take_cold_shower,1,0
fancy_girl,1,0
janitor,1,0
complain_state_world,1,0
both_word,1,0
merry_go_round,1,0
hang_picture_wall,1,0
travel_airplane,1,0
therapist,1,0
compose_music,1,0
eat_rat,1,0
go_dentist,1,0
break_tooth,1,0
bee_sting,1,0
orange_juice,1,0
poo,1,0
underworld,1,0
find_mean,1,0
anthrax,1,0
toothache,1,0
drive_recklessly,1,0
pester,1,0
homophobic,1,0
oxford,1,0
master_new_skill,1,0
speak_up,1,0
nuclear_war,1,0
healthy_environment,1,0
sun_beach,1,0
decorate_home,1,0
teach_computer,1,0
clean_underwear,1,0
carbon_monoxide,1,0
selfish,0,2
diarrhea,0,2
feel_safe,1,0
good_citizen,1,0
influenza,0,2
personal_identification,1,0
wall_street,1,0
drudgery,1,0
annoy_other_person,0,1
taken_seriously,1,0
stutter,1,0
box_ear,1,0
without_money,0,1
self_confidence,1,0
blown_up,1,0
mind_store,1,0
roller_skate,1,0
feel_comfort,1,0
nice_weather,1,0
embarass,1,0
hear_live_music,1,0
desire_help,1,0
run_lot,1,0
bad_news,1,0
mount_ever,1,0
financial_security,1,0
pay_work,1,0
betray,1,0
sweet_fruit,1,0
flea,1,0
break_record,1,0
miss_appointment,1,0
crossword,1,0
oversee,1,0
blog,1,0
polution,1,0
help_another,1,0
dialogue,1,0
biped,1,0
wind_watch,1,0
paint_fingernail,1,0
toil,1,0
unstable,1,0
find_love,1,0
run_over_car,1,0
grade_paper,1,0
tofu,1,0
think_food,1,0
life-long_mate,1,0
mean_life,1,0
nag,1,0
high_octane,0,1
dangerous_job,1,0
feel_alone,1,0
mosque,1,0
talk_other,1,0
truck_driver,1,0
president_bush,1,0
good_sense_humor,1,0
repetitive_task,1,0
free_stuff,1,0
like_boy,1,0
mad_cow_disease,0,1
credit_card_bill,1,0
his,1,0
listen_bird,1,0
shine_car,1,0
sit_rock_chair,1,0
turn_air_condition,1,0
see_clearly,1,0
written_programmer,1,0
blow_out_candle,1,0
skate_rink,1,0
person_not,1,0
dismissal,1,0
ipod,1,0
skip_rope,1,0
moldy_food,1,0
pick_team,1,0
durable,1,0
enjoy_meal,1,0
german_car,1,0
decorate_house,1,0
live_object,1,0
visit_relative,1,0
hypocrite,0,1
dandruff,0,0
hairy_leg,1,0
seed_lawn,1,0
nice_clothe,1,0
brother_sister,1,0
volume_control,1,0
experience_joy,1,0
bad_experience,1,0
reprimand,1,0
listen_rock_music,1,0
free_bird,1,0
natural_world,1,0
jame_bond,1,0
assert,1,0
go_moon,1,0
drink_espresso,1,0
hot_meal,1,0
learn_dance,1,0
wedge_door_open,1,0
fireman,1,0
celebrate_specific_group_dead,1,0
blue_sky,1,0
dark_alley,1,0
age_prematurely,1,0
mite,1,0
croak,1,0
movie_ticket,1,0
tv_drama,1,0
tree_arm,1,0
pale,1,0
carol,1,0
water_hose,1,0
t-shirt,1,0
person_clothe,1,0
check_balance,1,0
lead_pencil,1,0
curl_iron,1,0
bad_boy,0,2
impend_danger,1,0
eva,1,0
out_money,1,0
capitalize,1,0
assemble,1,0
pocket_notebook,1,0
jot_down_note,1,0
skid,1,0
proper_noun,1,0
wristwatch,1,0
use_board_game,1,0
relocation,1,0
body_action,1,0
new_home,1,0
quest_knowledge,1,0
park_space,1,0
wood_plank,1,0
ship_boat,1,0
shore_boat,1,0
plank,1,0
legendary,1,0
earth_day,1,0
play_card_game,1,0
evacuation,1,0
love_god,1,0
harsh,1,0
forceful,1,0
flower_type,1,0
explain_problem,1,0
hang_onto,1,0
put_hand,1,0
flat_fish,1,0
participate_sport,1,0
bloodhound,1,0
thaw,1,0
display_information,1,0
balance_check_account,1,0
buffoon,1,0
funny_man,1,0
outbreak,1,0
unending,1,0
enunciation,1,0
pronounce,1,0
knick-knack,1,0
clipper,1,0
password,1,0
scotch_tape,1,0
lingerie,1,0
drive_store,1,0
human_chest,1,0
restaurant_diner,1,0
black_water,1,0
consequence_war,1,0
carry_blood,1,0
spook,1,0
buy_ring,1,0
itchiness,0,1
polute,1,0
drop_blood,1,0
whack,1,0
mouth_movement,1,0
anarchism,1,0
socialism,1,0
relate_person,1,0
transparency,1,0
hitman,1,0
form_food,1,0
increase_body_temperature,0,1
haste,1,0
buy_tv,1,0
trip_fall_down,1,0
grab_ball,1,0
roll_stone,1,0
eclectic,1,0
use_atm,1,0
place_place,1,0
financial,1,0
deposit,1,0
bank_loan,1,0
sac,1,0
sex_toy,1,0
blackberry,1,0
tourniquet,1,0
stop_bleed,1,0
curfew,1,0
ice_crystal,1,0
two_child,1,0
buy_credit,1,0
hot_dog_bun,1,0
bart,1,0
gable,1,0
damage_car,1,0
ail,1,0
personal_belong,1,0
sense_peace,1,0
make_floor,1,0
hard_paper,1,0
much_fat,1,0
score_touchdown,1,0
wooden_stick,1,0
hold_sign,1,0
eight_leg,1,0
man_post,1,0
heck,1,0
fang,1,0
gore,1,0
make_many,1,0
mathematical_term,1,0
seem,1,0
entice,1,0
neckwear,1,0
read_glass,1,0
conveyance,1,0
show_off_wealth,1,0
sam,1,0
appear_suddenly,1,0
junkyard,1,0
personal_transport,1,0
fun_watch,1,0
kill_mouse,1,0
excrete,1,0
sewn,1,0
modal_verb,1,0
metal_container,1,0
pluck,1,0
main_artery,1,0
good_news,1,0
shoplift,1,0
drive_upon,1,0
dime_store,1,0
old_movie,1,0
tinnitus,1,0
hurt_ear,1,0
use_garden,1,0
garden_tool,1,0
obsession,1,0
irony,1,0
thong,1,0
dental_floss,1,0
bikini,1,0
stream_ocean,1,0
birthday_gift,1,0
anniversary_gift,1,0
thoughtfulness,1,0
warm_feel,1,0
not_enough_cash,1,0
next_house,1,0
cough_syrup,1,0
jolt,1,0
firework,1,0
loot,1,0
pump_air,1,0
candle_light,1,0
play_hard,1,0
look_scenery,1,0
find_lake,1,0
scenic,1,0
friar,1,0
partygoer,1,0
hold_point,1,0
barrette,1,0
chatter_tooth,1,0
goof,1,0
royal_person,1,0
checkbook_cover,1,0
airline_seat,1,0
love_back,1,0
nice_gesture,1,0
dumpster_dive,1,0
armour,1,0
put_two_two_together,1,0
yardstick,1,0
white_rice,1,0
march_rear,1,0
park_area,1,0
economic_activity,1,0
sport_bat,1,0
cigarette_smoke,0,1
prepare_snack,1,0
mdma,1,0
human_cell,1,0
aunt_uncle,1,0
mother_brother,1,0
good_reason,1,0
research_topic,1,0
important_event,1,0
unsettle,1,0
better_world,1,0
sleep_well,1,0
mental_activity,1,0
plea,1,0
advise,1,0
golf_bag,1,0
self_discipline,1,0
stay_out_trouble,1,0
fun_around,1,0
find_out_world,1,0
see_ad,1,0
drink_cup_coffee,1,0
dental_chair,1,0
pull_tooth,1,0
iodine,1,0
motive,1,0
think_process,1,0
romance_novel,1,0
gun_knife,1,0
sunblock,1,0
person_give,1,0
express_appreciation,1,0
hypnotic,1,0
full_moon,1,0
camouflage,1,0
eat_french_fry,1,0
box_tissue,1,0
swat,1,0
buy_airline_ticket,1,0
golf_club,1,0
hit_golf_ball,1,0
use_game_golf,1,0
jeff,1,0
socialist,1,0
assortment,1,0
tab,1,0
musical_symbol,1,0
musical_notation,1,0
play_match,1,0
linoleum,1,0
foot_motion,1,0
silliness,0,1
power_supply,1,0
fabricate,1,0
larry,1,0
sleep_cat,1,0
interview_day,1,0
psychopath,1,0
amplitude,1,0
military_officer,1,0
army_position,1,0
chant,1,0
pincer,1,0
sandy_beach,1,0
water_beach,1,0
air_ticket,1,0
mathcamp,1,0
codeine,1,0
forget_fact,1,0
share_time,1,0
roll_dice,1,0
switch_off,1,0
mantra,1,0
car_wheel,1,0
air_pump,1,0
grass_clipping,1,0
release_stress,1,0
arrive_somewhere,1,0
dwain,1,0
person_vote,1,0
willy,1,0
female_television_connector,1,0
human_ear,1,0
dog_howl,1,0
may_like,1,0
school_year,1,0
demo,1,0
add_number_together,1,0
adversity,1,0
boat_ship,1,0
military_ship,1,0
sail_ocean,1,0
peter,1,0
suburban_shop_mall,1,0
hostage,1,0
priceless,1,0
cranberry,1,0
mountain_dew,1,0
metal_rod,1,0
different_shape,1,0
side_face,1,0
head_person,1,0
add_spice,1,0
choke_food,1,0
lick_finger,1,0
lactose,1,0
hypnotic_effect,1,0
relate_music,1,0
eric,1,0
carnival_ride,1,0
good_character,1,0
impulse_shop,1,0
teaspoon,1,0
stay_out_jail,1,0
contact_friend,1,0
sew_needle,1,0
lunge,1,0
head_guy,1,0
political_figure,1,0
lead_group,1,0
collect_datum,1,0
bono,1,0
skeletal_system,1,0
white_substance,1,0
badness,1,0
person_dislike,0,1
milan,1,0
military_group,1,0
aboriginal,1,0
build_strength,1,0
breathe_sigh_relief,1,0
length_measurement,1,0
space_travel,1,0
how_long,1,0
frequent,1,0
muzzle,1,0
follow_person,1,0
max,1,0
toss_turn,1,0
jump_up,1,0
return_goods,1,0
spangle,1,0
clarification,1,0
preservative,1,0
many_food,1,0
steel_pen,1,0
abstract_noun,1,0
diaphragm,1,0
disney_movie,1,0
belle,1,0
kim,1,0
smart_dog,1,0
sail_sailboat,1,0
smart_creature,1,0
run_far,1,0
personal_attribute,1,0
shrug,1,0
intern,1,0
atomic_bomb,1,0
cliche,1,0
storage_space,1,0
exhaust_pipe,1,0
unhealthy_food,0,2
depend,1,0
find_pantry,1,0
aye,1,0
person_smoke,1,0
locate_place,1,0
judo,1,0
mac,1,0
masculine,1,0
eat_tasty_food,1,0
male_person,1,0
look_sexy,1,0
verbalize,1,0
oration,1,0
discourse,1,0
move_tongue,1,0
startrek,1,0
hardhat,1,0
muscle_ache,1,0
cartoon_character,1,0
yo-yo,1,0
forward_movement,1,0
derivation,1,0
dog_hair,1,0
twiddle_thumb,1,0
hobbie,1,0
find_solution,1,0
kosher,1,0
least,1,0
reduction,1,0
tan_lotion,1,0
impression,1,0
castor,1,0
real_duck,1,0
pay_item,1,0
pickpocket,1,0
trainer,1,0
sneaker,1,0
casual_shoe,1,0
timeout,1,0
steel_wool,1,0
moviegoer,1,0
corndog,1,0
nip,1,0
marcel,1,0
hot_liquid,1,0
dead_president,1,0
currency_exchange,1,0
cash_coin,1,0
buy_goods_service,1,0
buy_diamond_ring,1,0
ask_politely,1,0
grid,1,0
dynamite,0,1
pioneer,1,0
water_vehicle,1,0
stalin,1,0
learn_disease,1,0
talk_doctor,1,0
important_stay_healthy,1,0
take_shirt_off,1,0
doctor_appointment,1,0
miss_work,1,0
x-ray,1,0
toy_car,1,0
leadership_position,1,0
military_position,1,0
custard,1,0
chris,1,0
dwarf,1,0
discharge,0,1
common_cold,1,0
put_garbage,1,0
george_washington,1,0
upper_case,1,0
no_value,1,0
forget_else,1,0
grasshopper,1,0
perfect_sphere,1,0
religious_tract,1,0
rise_water,1,0
sine,1,0
long_tube,1,0
rubber_duck,1,0
state_matter,1,0
typewriter_key,1,0
declare,1,0
make_statement,1,0
proclamation,1,0
positive_negative,1,0
majority,1,0
aerial_bomb,0,1
old_building,1,0
kimono,1,0
posh,1,0
sultan,1,0
support_wall,1,0
round_top,1,0
car_power,1,0
craven,1,0
flue,1,0
mediocrity,1,0
brent,1,0
lark,1,0
shoulder_bag,1,0
steven,1,0
cry_wolf,0,1
columbus,1,0
move_liquid,1,0
build_endurance,1,0
dissection,1,0
japanese_beetle,1,0
rotary_phone,1,0
part_history,1,0
clean_yourself_up,1,0
rock_formation,1,0
hard_mineral,1,0
large_rock,1,0
ledger,1,0
military_division,1,0
illuminate_area,1,0
lantern,1,0
price_merchandise,1,0
matt,1,0
acne_medication,1,0
tape_player,1,0
put_coin,1,0
test_mettle,1,0
extreme_fear,1,0
homeowner,1,0
wooden_rod,1,0
cocktail_cabinet,1,0
smile_child,1,0
ralph,1,0
harpoon,1,0
pretty_flower,1,0
find_upstairs,1,0
keep_clothe,1,0
leg_hurt,0,1
curiousity,1,0
birdwatche,1,0
redness,1,0
extension,1,0
correct_behavior,1,0
dwaine,1,0
scrap_paper,1,0
ballpoint_pen,1,0
inexpensive,1,0
ticket_window,1,0
software_crash,0,1
bob_marley,1,0
get_around_town,1,0
gyroscope,1,0
lower_body_temperature,1,0
book_bible,1,0
skid_mark,1,0
safety_pin,1,0
corporal,1,0
bad_behavior,1,0
judge_decision,1,0
machinist,1,0
haircut_scissor,1,0
traveller,1,0
mahogany,1,0
waffle,1,0
onto,1,0
love_art,1,0
wonderful_place_visit,1,0
foot_part,1,0
part_foot,1,0
think_through,1,0
stacey,1,0
disposable_razor,1,0
botswana,1,0
whiteness,1,0
winter_fall,1,0
contagious_disease,1,0
lifesaver,1,0
send_receive_information,1,0
source_electricity,1,0
andraw,1,0
clock_face,1,0
picket,1,0
picket_sign,1,0
high_salary,1,0
approach,1,0
goddess,1,0
sprite,1,0
chesspiece,1,0
put_trash,1,0
quiet_cry_baby,1,0
hold_baby,1,0
person_stare,1,0
plum,1,0
osama_bin_laden,0,2
intolerance,0,1
memorise,1,0
focus_concentration,1,0
remember_late,1,0
cocain,0,1
postpone_payment,0,1
physical_quantity,1,0
over_eat,0,2
gel_toothpaste,1,0
projector,1,0
learn_sport,1,0
cardinal,1,0
bishop,1,0
church_official,1,0
clint,1,0
green_leafy,1,0
little_pollution,0,1
traveling_destination,1,0
bus_pass,1,0
use_condom,1,0
not_feel_well,1,0
cope,1,0
clone,2,0
make_well,1,0
orphan,0,1
glutton,0,1
greedy_person,0,2
icebox,1,0
mormon,1,0
grow_pot,1,0
new_world,1,0
make_run,1,0
write_brush,1,0
bird_home,1,0
same_answer,2,0
salad_shaker,1,0
unbelief,1,0
climb_hill,1,0
refer,1,0
record_datum,1,0
self_adhesive_label,1,0
semester,1,0
wrestler,1,1
tweezer,1,0
tree_cover,1,0
view_nature,1,0
dog_wag_tail,1,0
nuclear_bomb,0,1
hairdryer,1,0
hockey_fan,1,0
brisket,1,0
watch_commercial,1,0
water_hole,1,0
drink_place,1,0
tie_score,1,0
blank_check,1,0
sport_person,1,0
many_yard,1,0
newborn_baby,1,0
pass_ball,1,0
plunge,1,0
junior,1,0
return_ticket,1,0
become_man,1,0
anniversary,1,0
wind_thread,1,0
like_hill,1,0
sacramento,1,0
letter_alphabet,1,0
busy_person,1,0
parallelogram,2,0
long_haired_man,1,0
brian,1,0
quake,1,0
short_version,1,0
restaurant_bill,1,0
fragrant,1,0
snail,1,0
emancipation,1,0
caste,0,1
extortion,1,0
chess_queen,1,0
divide_property,1,1
obstruction,1,0
casual,1,0
geta,1,0
centimetre,1,0
carrie,1,0
frieze,1,0
severance,1,0
cover_wind,1,0
chassis,1,0
unix,1,0
worn_improve_vision,1,0
magnify,1,0
old_sock,1,0
change_government,1,0
conner,1,0
goal_driven_active_entity,1,0
debut,1,0
sand_paper,1,0
church_part,1,0
church_build,1,0
stacy,1,0
not_lose,1,0
clearance,1,0
medallion,1,0
true_believer,1,0
desire_entertain,1,0
harden_criminal,0,1
self-discipline,1,0
jane,1,0
sense_rhythm,1,0
betterment,1,0
swim_suit,1,0
loner,0,1
slush,1,0
conduct_research,1,0
zeus,1,0
many_different_type,1,0
disclosure,1,0
phenobarbital,1,0
talkative,0,1
informal,1,0
music_sheet,1,0
elasticity,1,0
company_name,1,0
razor_blade,1,0
nave,1,0
obsessive-compulsive_disorder,0,1
stamp_pad,1,0
no_doubt,1,0
hairball,1,0
dentist_work,1,0
think_cat,1,0
frilly,1,0
egg_shell,0,1
merchant,1,0
tire_leg,0,1
toothbrush_bristle,1,0
computer_disk,1,0
flow_lake,1,0
human_hair,1,0
pendulum,1,0
centennial,1,0
stiffness,0,2
dispose_waste,0,1
neutron,1,0
train_seat,1,0
cherry_tree,1,0
abduction,0,2
urchin,0,1
good_story,1,0
chess_king,1,0
tracey,1,0
grandparent,1,0
cannonball,0,1
science_fiction_book,1,0
classroom_chair,1,0
go_ball,1,0
token_slot,1,0
pork_butcher,0,2
inefficiency,0,2
great_performance,1,0
flash_light,1,1
mere,0,1
find_out_new,2,0
bartender,1,0
lax,0,2
ultraviolet,0,2
general_ledger,0,2
competitive_spirit,1,0
feel_euphoria,2,0
water_molecule,1,0
bequest,1,0
holdall,1,0
iota,1,0
come_off,1,2
carve_niche,1,0
smoke_wee,1,3
handset,1,0
bottle_vodka,1,1
solaris,1,0
ticket_box,1,0
tortise,1,0
compression,0,3
lifeless,0,1
lecture_theatre,0,1
big_stick,1,0
store_knowledge,1,0
provision,1,0
adhesive_bandage,1,2
nintendo_wius,2,0
good_quality,1,0
fire_engine,2,1
peddle,1,0
cucumber_beetle,1,2
squire,0,2
capitalist,0,2
rogue,0,3
club_chair,1,0
moistener,1,0
ping_pong_paddle,1,0
person_marry,2,0
todd,1,0
create_comfortable_environment,1,0
translation,1,0
subway_stop,1,0
ballon,2,0
departmental_highway,1,0
scuba_gear,2,0
turn_off_engine,0,1
courthouse_look_public_record,1,0
shower_curtain,1,0
take_over,1,0
dictation,1,0
dynamite_explosion,1,1
magnitude,1,0
water_freeze,0,2
find_jar,1,0
decorate_yard,1,0
narrowness,0,1
bayonet,1,0
lesbian,2,0
grid_object,1,0
put_out,1,0
panties,2,0
theater_ticket,1,0
contribution,1,0
lip_balm,1,0
type_bow,1,0
guardian,1,0
several_type,1,0
cash_bill,0,1
claim,1,0
ridgeback,1,0
elephant_sit_chest,0,1
norman,2,0
across,1,0
cologne,1,0
adolescence,2,0
sunbather,1,0
groucho_marx,1,0
need_oxygen_burn,1,2
five_dime,1,0
chainsaw,1,1
shawna,1,0
beanie_baby,1,0
bone_contention,1,0
firetruck,1,1
desire_entertainment,1,0
gate_leg_table,1,0
